NAME_LONG,NAME_SHORT,COUNTRY_NAME,LOCID,ABV_1,LON,LAT,ID,-,REGION
Harstad/Narvik Airport,Harstad/Narvik Airport,Norway,EVE,ENEV,68.49130249,16.67810059,84,E,
Moss Airport,Moss Airport,Norway,RYG,ENRY,59.378817,10.785439,174,E,
Svalbard Airport,Svalbard Airport,Norway,LYR,ENSB,78.24610138,15.46560001,88,E,
Troms� Airport,Troms� Airport,Norway,TOS,ENTC,69.6832962,18.91889954,31,E,
Sandefjord Airport,Sandefjord Airport,Norway,TRF,ENTO,59.18669891,10.25860024,286,E,
Pattimura Airport,Pattimura Airport,Indonesia,AMQ,WAPP,-3.710259914,128.0890045,33,N,
RAAF Williams,RAAF Williams,Australia,\N,YMPC,-37.932201,144.753006,14,O,
Pine Bluff Regional Airport,Pine Bluff Regional Airport,United States,PBF,KPBF,34.1731,-91.9356,206,A,
Terre Haute Regional Airport,Terre Haute Regional Airport,United States,HUF,KHUF,39.4515,-87.307602,589,A,
�rsta-Volda Airport,�rsta-Volda Airport,Norway,HOV,ENOV,62.18000031,6.074100018,243,E,
Oslo,Oslo,Norway,FBU,ENFB,59.89580154,10.6171999,0,E,
Robin Hood Doncaster Sheffield Airport,Robin Hood Doncaster Sheffield Airport,United Kingdom,DSA,EGCN,53.48053781,-1.010656357,55,E,
Mo i Rana Airport,Mo i Rana Airport,Norway,MQN,ENRA,66.36389923,14.30140018,229,E,
R�rvik Airport,R�rvik Airport,Norway,RVK,ENRM,64.83830261,11.14610004,14,E,
Vard� Airport,Vard� Airport,Norway,VAW,ENSS,70.35540009,31.04490089,42,E,
Praia International Airport,Praia International Airport,Cape Verde,RAI,GVNP,14.92450047,-23.49349976,230,U,
S�o Filipe Airport,S�o Filipe Airport,Cape Verde,SFL,GVSF,14.88500023,-24.47999954,617,U,
Mata'aho Airport,Mata'aho Airport,Tonga,NFO,NFTO,-15.57079983,-175.6329956,160,U,
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689835,145.3919983,5282,U,Pacific/Port_Moresby
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.207079887,145.7890015,20,U,Pacific/Port_Moresby
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789856,144.2960052,5388,U,Pacific/Port_Moresby
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,U,Pacific/Port_Moresby
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380356,147.2200012,146,U,Pacific/Port_Moresby
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.583830118,143.6690063,19,U,Pacific/Port_Moresby
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.16049957,-45.42599869,112,E,America/Godthab
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810059,283,E,America/Godthab
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122219,-50.71160316,165,E,America/Godthab
Thule Air Base,Thule,Greenland,THU,BGTL,76.53119659,-68.70320129,251,E,America/Thule
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366,-18.0727005,6,N,Atlantic/Reykjavik
Egilssta�ir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330231,-14.40139961,76,N,Atlantic/Reykjavik
Hornafj�r�ur Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,N,Atlantic/Reykjavik
H�sav�k Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,N,Atlantic/Reykjavik
�safj�r�ur Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809784,-23.13529968,8,N,Atlantic/Reykjavik
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.98500061,-22.60560036,171,N,Atlantic/Reykjavik
Patreksfj�r�ur Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,N,Atlantic/Reykjavik
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.12999725,-21.94059944,48,N,Atlantic/Reykjavik
Siglufj�r�ur Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,N,Atlantic/Reykjavik
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430115,-20.27890015,326,N,Atlantic/Reykjavik
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061,-84.50939941,630,A,America/Toronto
Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564003,-97.03250122,760,A,America/Winnipeg
Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,A,America/Halifax
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.39189911,-56.08309937,108,A,America/St_Johns
Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,A,America/Vancouver
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,A,America/Edmonton
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969,-68.20439911,71,A,America/Toronto
CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060074,-70.99639893,522,A,America/Toronto
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889679,-96.07779694,59,A,America/Winnipeg
Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080185,-125.2710037,346,A,America/Vancouver
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,A,America/Winnipeg
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.10810089,-105.1380005,90,A,America/Edmonton
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.05497022,-123.8698626,92,A,America/Vancouver
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.29639816,-117.6320038,1624,A,America/Vancouver
Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,A,America/Halifax
Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,A,America/Halifax
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,A,America/Edmonton
Coronation Airport,Coronation,Canada,YCT,CYCT,52.07500076,-111.4449997,2595,A,America/Edmonton
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.15280151,-121.939003,32,A,America/Vancouver
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.48609924,-68.51670074,87,A,America/Toronto
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.19329834,-83.35939789,210,A,America/Coral_Harbour
Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309845,-139.128006,1215,A,America/Vancouver
Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110138,-139.0410004,2647,A,America/Vancouver
Princeton Airport,Princeton,Canada,\N,CYDC,49.4681015,-120.5110016,2298,A,America/Vancouver
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017,-57.39139938,72,A,America/St_Johns
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.42219925,-130.0319977,2600,A,America/Vancouver
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956,-100.052002,999,A,America/Winnipeg
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.74229813,-120.1829987,2148,A,America/Dawson_Creek
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.30970001,-113.5800018,2373,A,America/Edmonton
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.09420013,-94.07080078,32,A,America/Winnipeg
Estevan Airport,Estevan,Canada,YEN,CYEN,49.21030045,-102.9660034,1905,N,America/Regina
Edson Airport,Edson,Canada,YET,CYET,53.57889938,-116.4649963,3043,A,America/Edmonton
Eureka Airport,Eureka,Canada,YEU,CYEU,79.99469757,-85.81420136,256,A,America/Winnipeg
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419922,-133.4830017,224,A,America/Edmonton
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,A,America/Toronto
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.8689003,-66.53720093,68,A,America/Halifax
Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610138,-69.09719849,293,A,America/Toronto
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.67810059,-101.6819992,997,A,America/Winnipeg
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.18080139,-113.6900024,526,A,America/Edmonton
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.7602005,-121.2369995,555,A,America/Edmonton
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529984,-76.59690094,305,A,America/Toronto
La Grande Rivi�re Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136,-77.70420074,639,A,America/Toronto
Gasp� (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.77529907,-64.47859955,112,A,America/Toronto
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830124,-86.93939972,1144,A,America/Toronto
�les-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169,-61.77809906,35,A,America/Toronto
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.81669998,-102.310997,1175,N,America/Regina
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,A,America/Winnipeg
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212,-117.8059998,117,A,America/Edmonton
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.63559723,-95.84970093,152,A,America/Edmonton
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.17359924,-79.93499756,780,A,America/Toronto
Montr�al / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.51750183,-73.41690063,90,A,America/Toronto
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.83969879,-115.7829971,541,A,America/Edmonton
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88079834,-63.50859833,477,A,America/Halifax
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.77389908,-91.63860321,1408,A,America/Coral_Harbour
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962,-77.96669769,181,A,America/Toronto
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926,-73.28109741,136,A,America/Toronto
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442009,-58.54999924,84,A,America/St_Johns
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.70220184,-120.4440002,1133,A,America/Vancouver
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.46080017,-80.37860107,1055,A,America/Toronto
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530167,-66.80529785,1709,A,America/Toronto
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.51750183,-109.1809998,2277,N,America/Regina
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169,-79.37000275,650,A,America/Toronto
Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969,-83.34670258,1470,A,America/Toronto
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136,-108.5230026,1576,N,America/Regina
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920029,-110.072998,2193,A,America/Edmonton
Alert Airport,Alert,Canada,YLT,CYLT,82.51779938,-62.2806015,100,A,America/Toronto
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.95610046,-119.3779984,1421,A,America/Vancouver
Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167,-135.8679962,1653,A,America/Vancouver
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.33029938,-105.5589981,1892,N,America/Regina
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.65330124,-111.2220001,1211,A,America/Edmonton
Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.29109955,-80.60780334,30,A,America/Toronto
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.27280045,-75.99060059,656,A,America/Toronto
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,A,America/Toronto
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999863,-61.78919983,39,A,America/Toronto
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.52170181,-75.56359863,211,A,America/Toronto
Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169968,-77.80280304,918,A,America/Toronto
Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060242,-139.8390045,824,A,America/Vancouver
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499878,-110.2789993,1775,A,America/Edmonton
High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139893,-117.1650009,1110,A,America/Edmonton
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32249832,-75.66919708,374,A,America/Toronto
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.21419907,-105.6729965,1405,N,America/Regina
Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,A,America/Edmonton
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,A,America/Winnipeg
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609879,-122.7099991,11,A,America/Vancouver
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.44639969,-90.21420288,1267,A,America/Coral_Harbour
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639908,-64.28859711,167,A,America/Toronto
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954,-78.36329651,628,A,America/Toronto
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.28609848,-130.4450073,116,A,America/Vancouver
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.76720047,-111.1169968,761,A,America/Edmonton
Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.97470093,-79.30329895,925,A,America/Toronto
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,A,America/Toronto
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220139,-113.8939972,2968,A,America/Edmonton
Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043,-82.95559692,622,A,America/Toronto
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167,-128.8220062,2255,A,America/Vancouver
Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956,-94.36309814,1332,A,America/Winnipeg
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.63029861,-112.8000031,3048,A,America/Edmonton
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169,-64.6785965,232,A,America/Halifax
Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017,-124.887001,84,A,America/Vancouver
Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002,-104.6660004,1894,N,America/Regina
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865,-89.32389832,653,A,America/Toronto
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.17969894,-118.8850021,2195,A,America/Edmonton
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184,-102.461998,1635,N,America/Regina
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937,-108.2440033,1799,N,America/Regina
Gander International Airport,Gander,Canada,YQX,CYQX,48.93690109,-54.56809998,496,A,America/St_Johns
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,A,America/Halifax
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.02610016,-122.5100021,1789,A,America/Vancouver
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690369,-94.9693985,215,A,America/Winnipeg
Rivi�re-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048,-69.58470154,427,A,America/Toronto
Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000046,-72.26560211,586,A,America/Toronto
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.42969894,-114.9039993,3244,A,America/Edmonton
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.81140137,-92.11579895,94,A,America/Winnipeg
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889679,1141,A,America/Toronto
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.43859863,-71.69139862,792,A,America/Toronto
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107,-65.89029694,357,A,America/Halifax
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.02030182,-111.961998,671,A,America/Edmonton
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,A,America/Toronto
Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060135,-63.83359909,56,A,America/Halifax
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.99389648,-125.2429962,282,A,America/Edmonton
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.23000336,-76.52670288,164,A,America/Toronto
Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168,-97.86419678,729,A,America/Winnipeg
CFB Trenton,Trenton,Canada,YTR,CYTR,44.1189003,-77.52809906,283,A,America/Toronto
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.56969833,-81.37670136,967,A,America/Toronto
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,A,America/Toronto
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.4332962,-133.026001,15,A,America/Edmonton
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118,A,America/Toronto
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.52140045,-86.22470093,80,A,America/Winnipeg
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610016,-81.2425,30,A,America/Toronto
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046,-78.83560181,988,A,America/Toronto
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.15140152,-105.262001,1242,N,America/Regina
Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.35580063,-110.8239975,2025,A,America/Edmonton
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.54579926,-64.03140259,21,A,America/Toronto
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.05329895,-77.78279877,1107,A,America/Toronto
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.09609985,-68.42690277,129,A,America/Toronto
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095,-126.7979965,238,A,America/Edmonton
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14,A,America/Vancouver
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.84189987,-108.4179993,1423,N,America/Regina
Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,A,America/Toronto
Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184,-77.31919861,427,A,America/Toronto
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.90999985,-97.23989868,783,A,America/Winnipeg
Wabush Airport,Wabush,Canada,YWK,CYWK,52.9219017,-66.86440277,1808,A,America/Halifax
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.18310165,-122.0540009,3085,A,America/Vancouver
Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940018,-123.4369965,489,A,America/Edmonton
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.6108017,-115.7819977,3082,A,America/Edmonton
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.57249832,-113.5210037,2202,A,America/Edmonton
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.17079926,-106.6999969,1653,N,America/Regina
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182,-110.7210007,2352,A,America/Edmonton
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814,-120.7399979,2280,A,America/Dawson_Creek
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923,-91.90529633,1258,A,America/Winnipeg
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.14499664,-65.71360016,75,A,America/Toronto
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.69740065,-79.84734535,800,A,America/Toronto
Prince George Airport,Prince George,Canada,YXS,CYXS,53.88940048,-122.6790009,2267,A,America/Vancouver
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,A,America/Vancouver
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,A,America/Toronto
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.02529907,-122.3610001,195,A,America/Vancouver
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.70959854,-135.0670013,2317,A,America/Vancouver
North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,1215,A,America/Toronto
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11389923,-114.0199966,3557,A,America/Edmonton
Smithers Airport,Smithers,Canada,YYD,CYYD,54.8246994,-127.1829987,1712,A,America/Vancouver
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.83639908,-122.5970001,1253,A,America/Vancouver
Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043,-119.6019974,1129,A,America/Vancouver
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.29000092,-63.12110138,160,A,America/Halifax
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.54669952,-93.5766983,92,A,America/Edmonton
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.64690018,-123.4260025,63,A,America/Vancouver
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923,-101.0759964,1170,A,America/Winnipeg
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.29190063,-107.6910019,2680,N,America/Regina
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.73920059,-94.06500244,94,A,America/Winnipeg
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.31919861,-60.42580032,160,A,America/Halifax
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.61859894,-52.75189972,461,A,America/St_Johns
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389847,-82.46749878,743,A,America/Toronto
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846,-88.90969849,1058,A,America/Toronto
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860062,-68.20809937,172,A,America/Toronto
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569,A,America/Toronto
Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250031,-79.46559906,652,A,America/Toronto
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968,-82.56780243,635,A,America/Toronto
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.46279907,-114.4400024,675,A,America/Edmonton
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.29309845,-114.7770004,1912,A,America/Edmonton
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916,-131.8139954,21,A,America/Vancouver
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.99940109,-82.30889893,594,A,America/Toronto
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.68059921,-127.3669968,71,A,America/Vancouver
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182,-115.7870026,2567,A,America/Edmonton
Sept-�les Airport,Sept-iles,Canada,YZV,CYZV,50.22330093,-66.26560211,180,A,America/Toronto
Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279816,-132.7429962,2313,A,America/Vancouver
CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.9844017,-64.91690063,92,A,America/Halifax
Faro Airport,Faro,Canada,ZFA,CZFA,62.20750046,-133.3760071,2351,A,America/Vancouver
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122,-134.8609924,116,A,America/Edmonton
Blida Airport,Blida,Algeria,QLD,DAAB,36.50360107,2.814169884,535,N,Africa/Algiers
Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33250046,4.206389904,1506,N,Africa/Algiers
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018,5.069920063,20,N,Africa/Algiers
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.69100189,3.215409994,82,N,Africa/Algiers
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,N,Africa/Algiers
Boufarik Airport,Boufarik,Algeria,\N,DAAK,36.545799,2.87611,335,N,Africa/Algiers
Reggane Airport,Reggan,Algeria,\N,DAAN,26.7101,0.285647,955,N,Africa/Algiers
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234993,8.622650146,1778,N,Africa/Algiers
Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,35.52539825,2.878710032,2132,N,Africa/Algiers
Aguenar � Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.81150055,5.451079845,4518,N,Africa/Algiers
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.79510117,5.87361002,36,N,Africa/Algiers
Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.53590012,-0.242353007,3855,N,Africa/Algiers
Relizane Airport,Relizane,Algeria,\N,DAAZ,35.752201,0.626272,282,N,Africa/Algiers
Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,N,Africa/Algiers
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.27600098,6.620389938,2265,N,Africa/Algiers
Cheikh Larbi T�bessi Airport,Tebessa,Algeria,TEE,DABS,35.43159866,8.12071991,2661,N,Africa/Algiers
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040085,3.311539888,2540,N,Africa/Algiers
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.34109879,1.463150024,3245,N,Africa/Algiers
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.73540115,-0.805388987,187,N,Africa/Algiers
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003994,-8.167099953,1453,N,Africa/Algiers
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.21269989,1.331769943,463,N,Africa/Algiers
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036,-0.532278001,367,N,Africa/Algiers
Zenata � Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.01670074,-1.450000048,814,N,Africa/Algiers
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.62390137,-0.621182978,295,N,Africa/Algiers
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.17179871,-0.593275011,1614,N,Africa/Algiers
